,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1008469,09/15/2014,10:00,BROOKLYN,11225,40.6682244,-73.95343759999999,"(40.6682244, -73.9534376)",ROGERS AVENUE                   ,PRESIDENT STREET                ,,0,0.0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,1024981.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,AMBULANCE
1008957,09/15/2014,7:30,BRONX,10459,40.820189,-73.8906752,"(40.820189, -73.8906752)",BRUCKNER BOULEVARD              ,HUNTS POINT AVENUE              ,,0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,1024845.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1009476,09/14/2014,22:00,BROOKLYN,11236,40.6472557,-73.89071,"(40.6472557, -73.89071)",EAST 108 STREET                 ,AVENUE J                        ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1024394.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1009563,09/14/2014,6:29,BROOKLYN,11207,40.6868434,-73.9094382,"(40.6868434, -73.9094382)",DECATUR STREET                  ,EVERGREEN AVENUE                ,,0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,1023923.0,UNKNOWN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1009793,09/13/2014,16:20,QUEENS,11355,40.7406164,-73.81720370000001,"(40.7406164, -73.8172037)",60 AVENUE                       ,153 STREET                      ,,1,0.0,0,0,0,0,1,0,Driver Inexperience,Backing Unsafely,Backing Unsafely,Backing Unsafely,Backing Unsafely,1023544.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1009978,09/13/2014,21:04,QUEENS,11368,40.7507179,-73.85876479999999,"(40.7507179, -73.8587648)",ROOSEVELT AVENUE                ,108 STREET                      ,,2,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,1023605.0,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1010041,09/13/2014,23:36,BROOKLYN,11226,40.6490386,-73.94746529999999,"(40.6490386, -73.9474653)",EAST 32 STREET                  ,SNYDER AVENUE                   ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1024369.0,VAN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1010042,09/13/2014,23:36,BROOKLYN,11226,40.6490386,-73.94746529999999,"(40.6490386, -73.9474653)",EAST 32 STREET                  ,SNYDER AVENUE                   ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1024960.0,VAN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1010046,09/13/2014,23:50,MANHATTAN,10018,40.7522807,-73.98969190000001,"(40.7522807, -73.9896919)",WEST 36 STREET                  ,7 AVENUE                        ,,0,0.0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,Unspecified,Unspecified,Unspecified,1023685.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1011223,09/11/2014,17:45,STATEN ISLAND,10301,40.6375655,-74.0882178,"(40.6375655, -74.0882178)",ELY STREET                      ,BRIGHTON AVENUE                 ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1024683.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1011323,09/11/2014,20:52,QUEENS,11414,40.6508164,-73.837804,"(40.6508164, -73.837804)",164 AVENUE                      ,CROSS BAY BOULEVARD             ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1022457.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK
1012439,09/09/2014,17:50,QUEENS,11369,40.7630088,-73.8753225,"(40.7630088, -73.8753225)",94 STREET                       ,ASTORIA BOULEVARD               ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1021978.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1013685,09/07/2014,21:35,BRONX,10461,40.840379999999996,-73.83206170000001,"(40.84038, -73.8320617)",HARRINGTON AVENUE               ,EDISON AVENUE                   ,,1,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1020517.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1013710,09/07/2014,23:08,QUEENS,11385,40.7004993,-73.9002015,"(40.7004993, -73.9002015)",FOREST AVENUE                   ,MYRTLE AVENUE                   ,,1,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,1020757.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1013742,09/07/2014,6:10,QUEENS,11377,40.7491861,-73.9005833,"(40.7491861, -73.9005833)",62 STREET                       ,37 AVENUE                       ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1020286.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,OTHER
1013791,09/06/2014,0:01,QUEENS,11416,40.6842542,-73.8528013,"(40.6842542, -73.8528013)",97 AVENUE                       ,88 STREET                       ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1019738.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1014555,09/05/2014,15:00,QUEENS,11426,40.7434549,-73.72604079999999,"(40.7434549, -73.7260408)",76 AVENUE                       ,COMMONWEALTH BOULEVARD          ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1019263.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1014845,09/05/2014,22:20,BRONX,10466,40.8887024,-73.8392055,"(40.8887024, -73.8392055)",EAST 233 STREET                 ,MURDOCK AVENUE                  ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1019564.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1014896,09/05/2014,6:19,MANHATTAN,10040,40.8606474,-73.927328,"(40.8606474, -73.927328)",SICKLES STREET                  ,NAGLE AVENUE                    ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1018986.0,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1016316,09/02/2014,10:05,BROOKLYN,11219,40.6286429,-74.0059263,"(40.6286429, -74.0059263)",65 STREET                       ,11 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Failure to Keep Right,Failure to Keep Right,Unspecified,Unspecified,Unspecified,1017361.0,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1016859,09/02/2014,23:57,MANHATTAN,10007,40.715234499999994,-74.0133505,"(40.7152345, -74.0133505)",WEST STREET                     ,MURRAY STREET                   ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1017713.0,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1017251,09/01/2014,21:35,BROOKLYN,11234,40.6180217,-73.9142142,"(40.6180217, -73.9142142)",AVENUE T                        ,EAST 64 STREET                  ,,1,0.0,0,0,0,0,1,0,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,1016835.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1017328,09/01/2014,5:30,QUEENS,11436,40.6798397,-73.8026423,"(40.6798397, -73.8026423)",139 STREET                      ,116 AVENUE                      ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1017011.0,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1017347,09/01/2014,7:30,BROOKLYN,11203,40.6558844,-73.9423998,"(40.6558844, -73.9423998)",CLARKSON AVENUE                 ,EAST 38 STREET                  ,,0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,1016866.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN
1017843,08/31/2014,4:10,QUEENS,11372,40.7476924,-73.8937969,"(40.7476924, -73.8937969)",BROADWAY                        ,72 STREET                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1016691.0,PASSENGER VEHICLE,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1018302,08/30/2014,2:10,BROOKLYN,11226,40.6468847,-73.94915350000001,"(40.6468847, -73.9491535)",NOSTRAND AVENUE                 ,TILDEN AVENUE                   ,,0,0.0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,Outside Car Distraction,Outside Car Distraction,Unspecified,1015987.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE
1020633,08/26/2014,20:30,BRONX,10458,40.8642161,-73.8957945,"(40.8642161, -73.8957945)",GRAND CONCOURSE                 ,EAST 192 STREET                 ,,5,0.0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1014456.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE
1021319,08/25/2014,9:30,BROOKLYN,11211,40.7074057,-73.9599387,"(40.7074057, -73.9599387)",HAVEMEYER STREET                ,DIVISION AVENUE                 ,,1,0.0,1,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,1013551.0,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1021548,08/24/2014,17:45,BROOKLYN,11208,40.6816746,-73.8791269,"(40.6816746, -73.8791269)",FULTON STREET                   ,NORWOOD AVENUE                  ,,1,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,1013131.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE
1021601,08/24/2014,1:20,QUEENS,11373,40.731646500000004,-73.8823918,"(40.7316465, -73.8823918)",83 STREET                       ,54 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,1013235.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK
1021626,08/24/2014,20:46,BROOKLYN,11210,40.6389656,-73.9425045,"(40.6389656, -73.9425045)",BROOKLYN AVENUE                 ,FOSTER AVENUE                   ,,6,0.0,0,0,0,0,6,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,1013472.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1022678,08/22/2014,22:15,QUEENS,11104,40.742019899999995,-73.9265516,"(40.7420199, -73.9265516)",39 STREET                       ,47 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,1012791.0,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,MOTORCYCLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1023079,08/21/2014,17:30,QUEENS,11356,40.785734000000005,-73.8532847,"(40.785734, -73.8532847)",114 STREET                      ,14 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,1012369.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1023752,08/20/2014,1:37,QUEENS,11372,40.7566326,-73.8751395,"(40.7566326, -73.8751395)",NORTHERN BOULEVARD              ,93 STREET                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1011502.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1024444,08/18/2014,0:35,MANHATTAN,10031,40.8259047,-73.9471161,"(40.8259047, -73.9471161)",WEST 146 STREET                 ,AMSTERDAM AVENUE                ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1010089.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1024896,08/18/2014,23:45,BROOKLYN,11221,40.6964431,-73.9222707,"(40.6964431, -73.9222707)",HARMAN STREET                   ,CENTRAL AVENUE                  ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1010852.0,UNKNOWN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1024920,08/18/2014,5:20,BROOKLYN,11230,40.629968100000006,-73.96232690000001,"(40.6299681, -73.9623269)",EAST 15 STREET                  ,AVENUE H                        ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1010230.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1025139,08/17/2014,14:30,BROOKLYN,11207,40.6668534,-73.8906923,"(40.6668534, -73.8906923)",DUMONT AVENUE                   ,BRADFORD STREET                 ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1011795.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE
1025768,08/16/2014,19:25,BROOKLYN,11207,40.6793737,-73.88643909999999,"(40.6793737, -73.8864391)",FULTON STREET                   ,ASHFORD STREET                  ,,2,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,1009818.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1025960,08/16/2014,8:11,BROOKLYN,11226,40.652313899999996,-73.9560111,"(40.6523139, -73.9560111)",LINDEN BOULEVARD                ,BEDFORD AVENUE                  ,,3,0.0,0,0,0,0,3,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,Physical Disability,Driver Inattention/Distraction,1009781.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1026079,08/15/2014,12:58,BROOKLYN,11212,40.6585049,-73.914692,"(40.6585049, -73.914692)",NEWPORT STREET                  ,SARATOGA AVENUE                 ,,2,0.0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Other Vehicular,Unspecified,Unspecified,1008996.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1026474,08/15/2014,9:00,QUEENS,11377,40.757082200000006,-73.9064695,"(40.7570822, -73.9064695)",55 STREET                       ,31 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1009183.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1026941,08/14/2014,20:46,BROOKLYN,11233,40.685913,-73.9206171,"(40.685913, -73.9206171)",HOWARD AVENUE                   ,HANCOCK STREET                  ,,3,0.0,0,0,1,0,2,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,1011826.0,PASSENGER VEHICLE,BICYCLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1026972,08/14/2014,21:34,BRONX,10469,40.8730134,-73.8555401,"(40.8730134, -73.8555401)",LACONIA AVENUE                  ,DUNCAN STREET                   ,,0,0.0,0,0,0,0,0,0,Prescription Medication,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,1010695.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1027085,08/14/2014,8:40,BROOKLYN,11234,40.6235615,-73.92737,"(40.6235615, -73.92737)",UTICA AVENUE                    ,AVENUE L                        ,,2,0.0,0,0,0,0,2,0,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1008431.0,BUS,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1027558,08/13/2014,22:45,BRONX,10466,40.8930961,-73.8427865,"(40.8930961, -73.8427865)",EDENWALD AVENUE                 ,DEREIMER AVENUE                 ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1008909.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1027585,08/13/2014,3:20,QUEENS,11377,40.7524576,-73.89715679999999,"(40.7524576, -73.8971568)",69 STREET                       ,34 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,1008175.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1028263,08/11/2014,11:40,BROOKLYN,11207,40.6653105,-73.8902983,"(40.6653105, -73.8902983)",BRADFORD STREET                 ,LIVONIA AVENUE                  ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1006950.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1029217,08/10/2014,2:30,QUEENS,11375,40.7137905,-73.8325538,"(40.7137905, -73.8325538)",UNION TURNPIKE                  ,KEW FOREST LANE                 ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1006622.0,UNKNOWN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1029228,08/10/2014,3:15,QUEENS,11428,40.7236382,-73.7466612,"(40.7236382, -73.7466612)",90 AVENUE                       ,215 STREET                      ,,0,0.0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,Unspecified,Unspecified,Unspecified,1006553.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1029270,08/10/2014,6:00,BROOKLYN,11207,40.6883162,-73.9079903,"(40.6883162, -73.9079903)",DECATUR STREET                  ,CENTRAL AVENUE                  ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1006984.0,VAN,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1029793,08/09/2014,5:05,BROOKLYN,11220,40.6464698,-74.01257640000001,"(40.6464698, -74.0125764)",50 STREET                       ,4 AVENUE                        ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1005990.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1029804,08/09/2014,6:45,QUEENS,11412,40.6945446,-73.76123609999999,"(40.6945446, -73.7612361)",115 DRIVE                       ,191 STREET                      ,,1,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1006178.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1030365,08/08/2014,5:45,BROOKLYN,11236,40.6431296,-73.90541850000001,"(40.6431296, -73.9054185)",GLENWOOD ROAD                   ,EAST 93 STREET                  ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1005551.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1031174,08/06/2014,14:00,BROOKLYN,11249,40.7186686,-73.9634925,"(40.7186686, -73.9634925)",KENT AVENUE                     ,NORTH 4 STREET                  ,,0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,1005125.0,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE
1031277,08/06/2014,16:30,QUEENS,11419,40.687708,-73.8258728,"(40.687708, -73.8258728)",103 AVENUE                      ,118 STREET                      ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1005181.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1031292,08/06/2014,16:55,QUEENS,11412,40.6875401,-73.7626566,"(40.6875401, -73.7626566)",RIVERTON STREET                 ,119 ROAD                        ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1004713.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1032088,08/05/2014,2:42,BROOKLYN,11221,40.6864275,-73.9357353,"(40.6864275, -73.9357353)",MADISON STREET                  ,LEWIS AVENUE                    ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1004022.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1032417,08/04/2014,15:45,BROOKLYN,11226,40.6428878,-73.9545255,"(40.6428878, -73.9545255)",BEDFORD AVENUE                  ,CLARENDON ROAD                  ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1003931.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,SPORT UTILITY / STATION WAGON
1033029,08/03/2014,18:10,QUEENS,11369,40.7582683,-73.8801755,"(40.7582683, -73.8801755)",32 AVENUE                       ,88 STREET                       ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1003675.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
